#Chr	Start	End	Merge	Bampudke	SA
chr14	16250001	16300000	4.86E-08	7.32E-08	2.99E-08
chr14	16300001	16350000	1.79E-08	1.94E-08	1.95E-08
chr14	16350001	16400000	2.40E-08	6.13E-08	2.44E-08
chr14	16400001	16450000	5.84E-09	9.02E-08	2.15E-08
chr14	16450001	16500000	1.46E-08	7.35E-08	1.67E-08
chr14	16500001	16550000	1.80E-09	1.82E-09	2.39E-09
chr14	16550001	16600000	6.44E-09	7.58E-08	7.90E-09
chr14	16600001	16650000	2.57E-08	1.27E-07	2.78E-08
chr14	16650001	16700000	3.74E-09	3.80E-08	2.33E-09
chr14	16700001	16750000	1.18E-08	6.16E-08	5.36E-09
chr14	16750001	16800000	2.36E-08	6.34E-08	1.65E-08
chr14	16800001	16850000	2.30E-08	7.77E-08	2.72E-08
chr14	16850001	16900000	3.82E-08	8.34E-08	1.24E-08
chr14	16900001	16950000	4.36E-08	6.34E-08	2.93E-08
chr14	16950001	17000000	2.29E-08	6.02E-08	2.90E-08
chr14	17000001	17050000	2.07E-08	4.30E-08	2.98E-08
chr14	17050001	17100000	3.07E-08	6.82E-08	4.25E-08
chr14	17100001	17150000	2.42E-08	6.98E-08	2.31E-08
chr14	17150001	17200000	2.62E-08	7.22E-08	3.18E-08
chr14	17200001	17250000	2.44E-08	1.09E-08	2.50E-08
chr14	17250001	17300000	2.16E-08	7.58E-08	3.68E-08
chr14	17300001	17350000	1.88E-08	8.42E-08	1.25E-08
chr14	17350001	17400000	1.21E-08	9.54E-08	2.52E-08
chr14	17400001	17450000	7.81E-09	1.88E-08	1.45E-08
chr14	17450001	17500000	1.32E-08	1.95E-08	1.48E-08
chr14	17500001	17550000	4.60E-08	6.80E-08	4.38E-08
chr14	17550001	17600000	4.27E-08	6.66E-08	1.97E-08
chr14	17600001	17650000	1.26E-08	4.91E-08	7.60E-09
chr14	17650001	17700000	2.92E-08	7.80E-08	3.64E-08
chr14	17700001	17750000	2.85E-08	7.07E-08	1.90E-08
chr14	17750001	17800000	2.78E-08	7.24E-08	2.22E-08
chr14	17800001	17850000	2.88E-08	7.04E-08	2.51E-08
chr14	17850001	17900000	2.20E-08	9.18E-08	2.12E-08
chr14	17900001	17950000	1.04E-08	9.97E-08	2.76E-08
chr14	17950001	18000000	7.92E-09	6.54E-08	2.70E-08
chr14	18000001	18050000	7.80E-09	6.86E-08	1.24E-08
chr14	18050001	18100000	1.54E-08	1.12E-07	2.45E-08
chr14	18100001	18150000	9.71E-09	1.20E-07	2.52E-08
chr14	18150001	18200000	1.88E-08	1.84E-07	3.45E-08
chr14	18200001	18250000	3.23E-08	1.28E-07	5.75E-08
chr14	18250001	18300000	3.72E-08	1.26E-07	4.04E-08
chr14	18300001	18350000	7.35E-09	4.87E-08	1.56E-08
chr14	18350001	18400000	1.02E-08	7.08E-08	4.95E-09
chr14	18400001	18450000	2.04E-08	7.08E-08	1.74E-08
chr14	18450001	18500000	1.32E-08	7.08E-08	8.29E-09
chr14	18500001	18550000	8.61E-09	7.08E-08	2.17E-08
chr14	18550001	18600000	1.08E-08	7.08E-08	9.74E-09
chr14	18600001	18650000	6.30E-09	7.08E-08	5.52E-09
chr14	18650001	18700000	8.86E-09	7.08E-08	9.65E-09
chr14	18700001	18750000	2.12E-08	1.03E-08	7.71E-09
chr14	18750001	18800000	1.00E-08	4.03E-08	7.43E-09
chr14	18800001	18850000	9.88E-09	8.29E-08	2.06E-08
chr14	18850001	18900000	1.76E-08	3.72E-08	2.03E-08
chr14	18900001	18950000	6.55E-09	6.77E-08	4.69E-09
chr14	18950001	19000000	1.06E-08	5.78E-08	4.05E-09
chr14	19000001	19050000	7.12E-09	3.30E-08	7.89E-09
chr14	19050001	19100000	1.37E-08	7.53E-09	4.74E-09
chr14	19100001	19150000	2.13E-08	7.41E-09	1.93E-09
chr14	19150001	19200000	2.00E-08	3.03E-08	5.19E-09
chr14	19200001	19250000	2.62E-08	3.16E-08	6.66E-09
chr14	19250001	19300000	2.52E-08	1.29E-08	5.86E-09
chr14	19300001	19350000	4.62E-08	2.85E-08	3.17E-09
chr14	19350001	19400000	2.16E-08	2.43E-08	7.32E-09
chr14	19400001	19450000	2.20E-08	3.31E-08	2.39E-08
chr14	19450001	19500000	1.25E-08	2.89E-08	1.70E-08
chr14	19500001	19550000	3.00E-08	4.51E-08	2.28E-08
chr14	19550001	19600000	1.44E-08	4.32E-08	1.89E-08
chr14	19600001	19650000	1.29E-08	3.19E-08	5.12E-09
chr14	19650001	19700000	1.22E-08	4.92E-08	4.75E-09
chr14	19700001	19750000	1.24E-08	3.20E-08	1.05E-08
chr14	19750001	19800000	5.62E-09	1.33E-09	5.26E-09
chr14	19800001	19850000	1.90E-08	4.11E-08	1.37E-08
chr14	19850001	19900000	4.24E-08	1.51E-07	1.44E-08
chr14	19900001	19950000	1.38E-08	1.35E-07	1.72E-08
chr14	19950001	20000000	2.73E-08	1.09E-07	2.72E-08
chr14	20000001	20050000	1.04E-08	5.79E-08	3.30E-09
chr14	20050001	20100000	3.54E-09	4.19E-08	1.13E-09
chr14	20100001	20150000	8.25E-09	2.51E-08	1.54E-09
chr14	20150001	20200000	4.06E-09	3.96E-11	2.28E-09
chr14	20200001	20250000	2.82E-09	1.70E-08	2.28E-09
chr14	20250001	20300000	2.52E-09	2.65E-11	2.05E-09
chr14	20300001	20350000	6.60E-09	1.72E-08	2.57E-09
chr14	20350001	20400000	9.57E-09	8.24E-08	9.97E-09
chr14	20400001	20450000	1.75E-08	5.88E-08	6.63E-10
chr14	20450001	20500000	8.90E-09	5.60E-08	1.35E-08
chr14	20500001	20550000	2.37E-08	5.49E-08	4.12E-08
chr14	20550001	20600000	5.23E-08	7.39E-08	4.59E-08
chr14	20600001	20650000	3.03E-08	7.93E-08	1.81E-08
chr14	20650001	20700000	1.89E-08	7.33E-08	3.08E-09
chr14	20700001	20750000	4.83E-08	1.25E-07	3.64E-08
chr14	20750001	20800000	6.39E-08	6.25E-08	4.55E-08
chr14	20800001	20850000	5.92E-08	1.27E-07	3.95E-08
chr14	20850001	20900000	3.97E-08	1.05E-07	6.43E-08
chr14	20900001	20950000	3.08E-08	1.39E-07	5.51E-08
chr14	20950001	21000000	4.07E-08	1.04E-07	6.32E-08
chr14	21000001	21050000	1.07E-08	3.98E-08	2.38E-08
chr14	21050001	21100000	1.95E-08	1.17E-08	1.79E-08
chr14	21100001	21150000	2.93E-08	1.15E-08	2.84E-08
chr14	21150001	21200000	1.33E-08	4.95E-08	1.90E-08
chr14	21200001	21250000	2.97E-08	1.49E-08	3.57E-08
chr14	21250001	21300000	3.00E-08	2.27E-08	5.03E-08
chr14	21300001	21350000	8.65E-09	3.00E-08	9.54E-09
chr14	21350001	21400000	1.05E-08	3.11E-08	2.42E-08
chr14	21400001	21450000	5.58E-09	3.61E-08	1.25E-08
chr14	21450001	21500000	5.41E-09	1.75E-08	4.21E-09
chr14	21500001	21550000	1.43E-08	1.56E-08	2.72E-09
chr14	21550001	21600000	1.50E-08	7.13E-08	8.61E-09
chr14	21600001	21650000	2.19E-08	7.96E-08	3.08E-08
chr14	21650001	21700000	1.47E-08	1.22E-07	2.89E-08
chr14	21700001	21750000	2.20E-08	6.14E-08	1.21E-08
chr14	21750001	21800000	2.01E-08	7.52E-08	1.52E-08
chr14	21800001	21850000	1.19E-08	7.80E-08	9.77E-09
chr14	21850001	21900000	3.80E-08	6.49E-08	3.36E-08
chr14	21900001	21950000	2.44E-08	1.07E-07	3.36E-08
chr14	21950001	22000000	1.50E-08	9.88E-08	2.31E-08
chr14	22000001	22050000	2.87E-08	1.37E-07	1.83E-08
chr14	22050001	22100000	2.83E-08	1.54E-07	2.89E-08
chr14	22100001	22150000	3.67E-08	1.56E-07	1.67E-08
chr14	22150001	22200000	3.10E-08	1.31E-07	1.18E-08
chr14	22200001	22250000	4.35E-08	1.15E-07	2.69E-08
chr14	22250001	22300000	4.47E-08	1.31E-07	1.10E-08
chr14	22300001	22350000	1.02E-07	1.56E-07	1.76E-08
chr14	22350001	22400000	5.53E-08	6.91E-08	5.03E-09
chr14	22400001	22450000	1.92E-08	1.70E-07	2.20E-08
chr14	22450001	22500000	3.15E-08	2.25E-07	1.51E-08
chr14	22500001	22550000	2.43E-09	3.82E-08	1.25E-09
chr14	22550001	22600000	4.29E-09	3.43E-08	8.84E-10
chr14	22600001	22650000	4.10E-09	8.41E-08	1.46E-09
chr14	22650001	22700000	1.34E-08	2.32E-08	2.06E-09
chr14	22700001	22750000	4.97E-09	1.35E-08	3.16E-09
chr14	22750001	22800000	5.84E-09	5.17E-09	1.63E-09
chr14	22800001	22850000	4.22E-09	1.67E-08	2.56E-09
chr14	22850001	22900000	2.82E-08	2.51E-08	1.37E-08
chr14	22900001	22950000	1.29E-08	9.98E-09	1.14E-09
chr14	22950001	23000000	1.20E-08	1.17E-08	4.01E-10
chr14	23000001	23050000	2.27E-08	2.98E-08	2.55E-08
chr14	23050001	23100000	1.96E-08	2.43E-08	2.79E-08
chr14	23100001	23150000	1.66E-08	2.54E-08	4.47E-08
chr14	23150001	23200000	2.86E-08	2.44E-08	7.13E-08
chr14	23200001	23250000	3.07E-08	1.16E-07	4.22E-08
chr14	23250001	23300000	1.27E-08	3.21E-08	1.04E-08
chr14	23300001	23350000	7.14E-09	3.21E-08	3.43E-09
chr14	23350001	23400000	6.14E-09	1.42E-08	3.13E-09
chr14	23400001	23450000	1.11E-08	6.95E-08	9.84E-09
chr14	23450001	23500000	2.05E-08	1.04E-07	1.48E-08
chr14	23500001	23550000	8.25E-09	6.01E-08	1.03E-08
chr14	23550001	23600000	2.66E-09	1.80E-08	1.12E-09
chr14	23600001	23650000	7.25E-08	9.71E-08	7.30E-08
chr14	23650001	23700000	3.36E-08	8.92E-08	1.96E-08
chr14	23700001	23750000	2.50E-08	7.40E-08	2.76E-08
chr14	23750001	23800000	4.74E-08	1.91E-07	4.89E-08
chr14	23800001	23850000	5.26E-08	4.80E-08	5.18E-08
chr14	23850001	23900000	7.92E-08	1.22E-07	2.34E-08
chr14	23900001	23950000	9.40E-08	1.76E-07	1.39E-07
chr14	23950001	24000000	3.85E-08	5.98E-08	1.05E-07
chr14	24000001	24050000	5.20E-08	4.10E-08	6.23E-08
chr14	24050001	24100000	6.54E-08	3.91E-08	3.47E-08
chr14	24100001	24150000	5.19E-08	5.88E-08	2.70E-08
chr14	24150001	24200000	1.43E-08	6.09E-08	1.68E-08
chr14	24200001	24250000	2.41E-08	6.13E-08	2.48E-08
chr14	24250001	24300000	3.73E-08	7.37E-08	8.99E-09
chr14	24300001	24350000	1.86E-08	3.52E-08	6.29E-09
chr14	24350001	24400000	1.68E-08	3.74E-08	5.35E-09
chr14	24400001	24450000	1.59E-08	3.37E-08	5.35E-09
chr14	24450001	24500000	2.59E-08	3.41E-08	9.24E-09
chr14	24500001	24550000	2.36E-08	2.80E-08	2.84E-08
chr14	24550001	24600000	1.49E-08	2.18E-08	1.31E-08
chr14	24600001	24650000	8.09E-09	1.85E-08	6.07E-09
chr14	24650001	24700000	2.49E-08	3.27E-08	2.04E-08
chr14	24700001	24750000	2.57E-09	1.18E-09	3.64E-09
chr14	24750001	24800000	6.64E-09	3.54E-09	1.07E-08
chr14	24800001	24850000	6.82E-09	1.15E-08	8.16E-09
chr14	24850001	24900000	1.03E-08	3.69E-08	1.29E-08
chr14	24900001	24950000	1.57E-08	5.11E-08	1.84E-08
chr14	24950001	25000000	2.29E-08	5.18E-09	2.81E-08
chr14	25000001	25050000	2.66E-08	7.62E-09	3.09E-08
chr14	25050001	25100000	1.08E-08	8.39E-08	2.84E-08
chr14	25100001	25150000	1.86E-08	7.58E-08	1.74E-08
chr14	25150001	25200000	2.03E-08	7.10E-08	1.70E-08
chr14	25200001	25250000	2.08E-08	1.49E-07	3.43E-08
chr14	25250001	25300000	2.72E-08	1.57E-07	3.44E-08
chr14	25300001	25350000	1.20E-08	1.24E-07	4.44E-08
chr14	25350001	25400000	1.23E-08	6.90E-08	3.35E-08
chr14	25400001	25450000	1.02E-08	1.05E-07	2.34E-08
chr14	25450001	25500000	2.11E-08	9.82E-08	2.45E-08
chr14	25500001	25550000	3.19E-08	6.93E-08	1.37E-08
chr14	25550001	25600000	1.63E-08	2.15E-11	1.57E-08
chr14	25600001	25650000	2.99E-08	1.20E-07	4.60E-08
chr14	25650001	25700000	4.14E-08	6.77E-08	1.69E-08
chr14	25700001	25750000	2.28E-08	5.35E-08	1.63E-08
chr14	25750001	25800000	3.76E-08	5.33E-08	1.65E-08
chr14	25800001	25850000	2.22E-08	6.83E-08	2.71E-08
chr14	25850001	25900000	1.98E-08	2.10E-08	2.74E-08
chr14	25900001	25950000	3.02E-08	7.56E-08	1.69E-08
chr14	25950001	26000000	4.96E-08	9.78E-08	1.54E-08
chr14	26000001	26050000	2.02E-08	1.02E-07	1.65E-08
chr14	26050001	26100000	1.80E-08	1.13E-07	2.09E-08
chr14	26100001	26150000	3.47E-09	1.07E-08	1.93E-09
chr14	26150001	26200000	2.03E-08	4.49E-08	2.87E-08
chr14	26200001	26250000	1.36E-08	1.16E-07	2.46E-08
chr14	26250001	26300000	1.65E-08	4.82E-08	4.92E-08
chr14	26300001	26350000	7.13E-09	9.00E-08	1.44E-08
chr14	26350001	26400000	2.17E-08	1.61E-07	5.59E-08
chr14	26400001	26450000	2.17E-08	6.65E-08	3.76E-08
chr14	26450001	26500000	1.53E-08	1.21E-07	2.37E-08
chr14	26500001	26550000	1.86E-08	7.06E-08	8.74E-09
chr14	26550001	26600000	1.44E-08	5.15E-08	2.06E-08
chr14	26600001	26650000	1.80E-08	6.93E-08	3.21E-08
chr14	26650001	26700000	2.57E-08	6.63E-08	1.61E-08
chr14	26700001	26750000	3.01E-08	1.13E-08	2.02E-08
chr14	26750001	26800000	1.25E-08	5.26E-08	1.79E-08
chr14	26800001	26850000	1.93E-08	7.93E-08	4.50E-08
chr14	26850001	26900000	1.77E-08	7.34E-08	2.32E-08
chr14	26900001	26950000	2.70E-08	6.13E-08	2.68E-08
chr14	26950001	27000000	1.38E-08	4.65E-08	2.31E-08
chr14	27000001	27050000	1.03E-08	6.25E-08	2.64E-08
chr14	27050001	27100000	9.26E-09	8.17E-08	3.53E-08
chr14	27100001	27150000	2.19E-08	8.85E-08	4.37E-08
chr14	27150001	27200000	1.22E-08	4.48E-08	3.26E-08
chr14	27200001	27250000	2.77E-08	9.73E-08	7.12E-08
chr14	27250001	27300000	1.24E-08	1.09E-07	9.17E-08
chr14	27300001	27350000	9.86E-09	7.48E-08	4.02E-08
chr14	27350001	27400000	6.76E-09	6.58E-08	2.67E-08
chr14	27400001	27450000	7.92E-09	9.92E-08	5.14E-08
chr14	27450001	27500000	1.13E-08	4.87E-08	4.06E-08
chr14	27500001	27550000	1.14E-08	6.92E-08	2.87E-08
chr14	27550001	27600000	2.35E-08	1.38E-07	4.98E-08
chr14	27600001	27650000	1.35E-08	1.10E-07	6.70E-08
chr14	27650001	27700000	1.58E-08	9.96E-08	5.18E-08
chr14	27700001	27750000	1.98E-08	7.08E-08	3.40E-08
chr14	27750001	27800000	2.41E-08	4.43E-08	1.75E-08
chr14	27800001	27850000	2.27E-08	6.76E-08	2.54E-08
chr14	27850001	27900000	1.48E-08	3.72E-08	2.74E-08
chr14	27900001	27950000	6.35E-09	3.81E-08	1.07E-08
chr14	27950001	28000000	6.62E-09	4.87E-08	1.32E-08
chr14	28000001	28050000	3.87E-09	2.51E-08	1.23E-08
chr14	28050001	28100000	3.76E-09	4.14E-08	2.59E-08
chr14	28100001	28150000	8.09E-09	4.26E-08	1.04E-08
chr14	28150001	28200000	5.97E-09	4.49E-09	5.64E-09
chr14	28200001	28250000	2.01E-09	4.01E-08	3.62E-09
chr14	28250001	28300000	8.98E-09	7.79E-08	3.17E-09
chr14	28300001	28350000	1.65E-08	6.55E-08	3.26E-08
chr14	28350001	28400000	1.29E-08	3.90E-08	1.65E-08
chr14	28400001	28450000	1.20E-08	3.46E-08	1.46E-08
chr14	28450001	28500000	1.03E-08	5.18E-09	1.35E-08
chr14	28500001	28550000	7.19E-09	3.60E-08	1.97E-08
chr14	28550001	28600000	7.21E-09	2.08E-08	5.43E-09
chr14	28600001	28650000	9.01E-09	1.27E-09	5.43E-09
chr14	28650001	28700000	7.81E-09	3.17E-08	2.71E-09
chr14	28700001	28750000	6.50E-09	3.07E-08	2.37E-09
chr14	28750001	28800000	6.86E-09	2.10E-08	1.82E-09
chr14	28800001	28850000	6.78E-09	1.94E-08	9.20E-09
chr14	28850001	28900000	1.62E-08	3.17E-08	5.74E-09
chr14	28900001	28950000	6.74E-09	3.28E-08	2.58E-09
chr14	28950001	29000000	1.15E-08	2.05E-08	9.06E-09
chr14	29000001	29050000	3.93E-09	3.47E-11	1.34E-09
chr14	29050001	29100000	8.99E-10	3.47E-11	1.84E-09
chr14	29100001	29150000	4.49E-09	5.71E-08	6.24E-09
chr14	29150001	29200000	2.92E-08	3.01E-08	4.56E-09
chr14	29200001	29250000	8.56E-09	3.73E-08	3.94E-09
chr14	29250001	29300000	3.96E-09	1.13E-09	1.53E-09
chr14	29300001	29350000	1.97E-09	2.29E-08	2.36E-09
chr14	29350001	29400000	2.45E-09	3.65E-09	1.93E-10
chr14	29400001	29450000	2.17E-09	1.20E-08	1.74E-09
chr14	29450001	29500000	3.19E-09	9.57E-10	1.27E-09
chr14	29500001	29550000	3.62E-09	7.30E-11	1.86E-09
chr14	29550001	29600000	3.19E-10	2.85E-09	3.58E-10
chr14	29600001	29650000	7.19E-10	2.85E-09	3.58E-10
chr14	29650001	29700000	1.81E-09	3.17E-08	7.72E-10
chr14	29700001	29750000	4.79E-09	2.72E-08	1.33E-09
chr14	29750001	29800000	5.11E-09	1.28E-10	1.69E-09
chr14	29800001	29850000	2.61E-09	6.36E-08	3.55E-09
chr14	29850001	29900000	8.38E-10	1.15E-08	8.47E-10
chr14	29900001	29950000	3.09E-09	6.26E-08	5.61E-09
chr14	29950001	30000000	2.13E-09	2.81E-08	2.26E-09
chr14	30000001	30050000	1.07E-08	5.88E-08	2.34E-09
chr14	30050001	30100000	2.05E-09	2.92E-08	2.00E-09
chr14	30100001	30150000	2.80E-09	5.65E-08	3.31E-09
chr14	30150001	30200000	2.08E-09	3.79E-08	2.21E-09
chr14	30200001	30250000	9.44E-10	3.06E-08	5.41E-10
chr14	30250001	30300000	1.02E-09	2.30E-08	2.71E-11
chr14	30300001	30350000	1.00E-09	1.12E-08	7.36E-10
chr14	30350001	30400000	6.66E-09	5.33E-08	1.88E-09
chr14	30400001	30450000	2.42E-09	2.76E-08	1.53E-09
chr14	30450001	30500000	1.89E-09	2.76E-08	2.51E-09
chr14	30500001	30550000	3.31E-09	3.32E-08	3.46E-09
chr14	30550001	30600000	3.35E-09	3.32E-08	3.79E-09
chr14	30600001	30650000	3.71E-09	5.36E-08	2.41E-09
chr14	30650001	30700000	5.09E-09	4.29E-08	1.75E-09
chr14	30700001	30750000	4.58E-09	7.40E-08	4.83E-09
chr14	30750001	30800000	6.60E-09	5.31E-08	6.23E-09
chr14	30800001	30850000	2.87E-09	7.40E-08	4.00E-09
chr14	30850001	30900000	9.16E-10	1.86E-08	1.13E-10
chr14	30900001	30950000	2.72E-09	2.11E-08	5.67E-10
chr14	30950001	31000000	4.45E-09	4.35E-08	1.68E-09
chr14	31000001	31050000	3.26E-09	1.49E-08	9.60E-10
chr14	31050001	31100000	4.91E-09	3.03E-08	1.84E-09
chr14	31100001	31150000	9.17E-09	9.72E-09	2.51E-09
chr14	31150001	31200000	5.48E-09	2.43E-08	1.34E-09
chr14	31200001	31250000	2.94E-09	6.43E-08	3.86E-09
chr14	31250001	31300000	1.95E-09	2.99E-08	1.99E-09
chr14	31300001	31350000	2.79E-09	2.34E-08	1.68E-09
chr14	31350001	31400000	1.05E-08	2.18E-08	4.48E-09
chr14	31400001	31450000	8.64E-09	3.27E-08	9.52E-09
chr14	31450001	31500000	3.46E-09	1.67E-08	5.77E-09
chr14	31500001	31550000	2.12E-09	4.44E-09	1.00E-09
chr14	31550001	31600000	1.28E-09	4.70E-10	8.78E-11
chr14	31600001	31650000	1.56E-09	1.02E-08	9.84E-10
chr14	31650001	31700000	3.04E-09	8.56E-09	7.27E-10
chr14	31700001	31750000	1.17E-09	1.07E-10	1.22E-09
chr14	31750001	31800000	2.56E-09	2.13E-09	1.96E-09
chr14	31800001	31850000	3.93E-09	7.43E-09	2.51E-09
chr14	31850001	31900000	2.19E-09	7.43E-09	2.95E-10
chr14	31900001	31950000	1.17E-09	4.19E-09	5.48E-10
chr14	31950001	32000000	2.91E-09	1.64E-08	1.52E-09
chr14	32000001	32050000	4.87E-09	1.12E-08	1.38E-09
chr14	32050001	32100000	7.14E-09	6.23E-09	9.70E-10
chr14	32100001	32150000	5.55E-09	1.29E-08	5.77E-09
chr14	32150001	32200000	3.41E-09	5.49E-09	2.44E-09
chr14	32200001	32250000	8.46E-10	1.50E-08	3.98E-09
chr14	32250001	32300000	1.14E-09	6.66E-09	8.87E-10
chr14	32300001	32350000	2.97E-09	6.66E-09	1.22E-09
chr14	32350001	32400000	7.28E-09	5.63E-09	2.37E-09
chr14	32400001	32450000	3.36E-09	7.47E-09	1.46E-09
chr14	32450001	32500000	3.39E-09	6.94E-09	2.77E-09
chr14	32500001	32550000	4.82E-09	6.06E-09	4.78E-09
chr14	32550001	32600000	6.72E-09	5.88E-09	6.30E-09
chr14	32600001	32650000	2.41E-09	5.53E-09	2.08E-09
chr14	32650001	32700000	3.72E-10	4.63E-09	3.37E-10
chr14	32700001	32750000	2.66E-10	5.14E-09	1.29E-10
chr14	32750001	32800000	8.48E-10	5.19E-09	7.10E-10
chr14	32800001	32850000	1.50E-09	6.07E-09	1.29E-09
chr14	32850001	32900000	3.56E-08	1.03E-08	2.31E-09
chr14	32900001	32950000	4.22E-09	6.39E-09	1.46E-09
chr14	32950001	33000000	3.07E-09	6.05E-09	4.73E-09
chr14	33000001	33050000	1.66E-09	4.71E-09	8.29E-10
chr14	33050001	33100000	2.01E-09	1.28E-08	1.43E-09
chr14	33100001	33150000	4.34E-09	1.93E-10	7.83E-10
chr14	33150001	33200000	3.14E-09	6.85E-10	1.43E-09
chr14	33200001	33250000	2.32E-09	1.39E-08	5.42E-09
chr14	33250001	33300000	2.77E-09	1.49E-08	1.92E-09
chr14	33300001	33350000	7.58E-09	8.55E-09	5.27E-09
chr14	33350001	33400000	1.27E-08	3.51E-09	3.64E-09
chr14	33400001	33450000	6.33E-09	8.91E-11	4.43E-09
chr14	33450001	33500000	1.48E-08	3.20E-09	1.01E-08
chr14	33500001	33550000	1.07E-08	1.10E-08	1.50E-08
chr14	33550001	33600000	6.50E-09	7.79E-10	3.27E-09
chr14	33600001	33650000	6.91E-09	7.19E-10	7.26E-09
chr14	33650001	33700000	5.15E-09	8.63E-11	9.17E-09
chr14	33700001	33750000	2.80E-09	7.12E-10	1.99E-09
chr14	33750001	33800000	6.20E-09	7.95E-10	3.38E-09
chr14	33800001	33850000	7.65E-09	1.91E-09	1.43E-09
chr14	33850001	33900000	6.41E-09	2.61E-09	3.89E-09
chr14	33900001	33950000	6.09E-09	4.57E-09	6.35E-09
chr14	33950001	34000000	7.71E-09	2.74E-08	5.28E-09
chr14	34000001	34050000	5.82E-09	1.20E-10	7.39E-09
chr14	34050001	34100000	5.89E-09	1.11E-11	2.54E-09
chr14	34100001	34150000	4.84E-09	1.80E-11	3.04E-09
chr14	34150001	34200000	1.18E-08	9.30E-11	4.87E-09
chr14	34200001	34250000	5.97E-09	2.12E-09	8.41E-09
chr14	34250001	34300000	2.56E-09	8.51E-11	1.53E-09
chr14	34300001	34350000	5.23E-09	1.09E-09	1.94E-09
chr14	34350001	34400000	2.24E-09	1.09E-09	6.69E-10
chr14	34400001	34450000	1.81E-09	1.62E-09	1.78E-09
chr14	34450001	34500000	1.56E-09	1.32E-11	2.71E-09
chr14	34500001	34550000	1.91E-09	1.32E-11	1.00E-09
chr14	34550001	34600000	1.77E-09	1.32E-11	2.32E-09
chr14	34600001	34650000	2.69E-09	1.32E-11	7.67E-10
chr14	34650001	34700000	6.09E-09	8.82E-10	8.74E-09
chr14	34700001	34750000	2.09E-08	3.78E-09	6.20E-09
chr14	34750001	34800000	1.04E-08	7.78E-11	9.48E-09
chr14	34800001	34850000	1.37E-08	2.75E-11	6.89E-09
chr14	34850001	34900000	1.07E-08	2.02E-11	7.92E-09
chr14	34900001	34950000	1.49E-08	2.67E-11	2.68E-08
chr14	34950001	35000000	1.55E-08	2.47E-11	2.04E-08
chr14	35000001	35050000	1.34E-08	5.32E-10	1.61E-08
chr14	35050001	35100000	8.31E-09	2.56E-08	6.32E-09
chr14	35100001	35150000	1.36E-08	3.41E-08	1.10E-08
chr14	35150001	35200000	1.18E-08	4.28E-08	1.88E-08
chr14	35200001	35250000	1.88E-08	8.39E-09	2.24E-08
chr14	35250001	35300000	1.51E-08	2.07E-08	1.34E-08
chr14	35300001	35350000	5.04E-09	1.90E-08	1.98E-09
chr14	35350001	35400000	6.07E-09	6.16E-08	6.61E-09
chr14	35400001	35450000	6.63E-09	3.68E-08	3.37E-09
chr14	35450001	35500000	1.61E-09	9.41E-09	6.61E-10
chr14	35500001	35550000	1.72E-09	9.75E-09	6.99E-10
chr14	35550001	35600000	1.02E-08	5.65E-09	3.16E-09
chr14	35600001	35650000	2.57E-09	3.12E-08	1.32E-09
chr14	35650001	35700000	1.32E-09	3.01E-09	6.63E-10
chr14	35700001	35750000	1.22E-09	3.01E-09	3.43E-11
chr14	35750001	35800000	9.34E-10	1.51E-08	4.43E-10
chr14	35800001	35850000	1.16E-09	9.85E-09	3.08E-10
chr14	35850001	35900000	1.83E-09	1.42E-08	1.66E-09
chr14	35900001	35950000	2.59E-09	1.95E-08	2.24E-09
chr14	35950001	36000000	1.69E-09	1.95E-08	1.17E-09
chr14	36000001	36050000	8.70E-09	1.95E-08	1.28E-09
chr14	36050001	36100000	3.90E-09	1.95E-08	1.81E-10
chr14	36100001	36150000	7.83E-10	1.95E-08	4.49E-11
chr14	36150001	36200000	1.23E-09	1.95E-08	4.49E-11
chr14	36200001	36250000	1.02E-09	1.95E-08	4.50E-11
chr14	36250001	36300000	8.06E-10	1.95E-08	4.50E-11
chr14	36300001	36350000	5.97E-10	1.95E-08	1.20E-11
chr14	36350001	36400000	2.31E-09	1.95E-08	4.40E-10
chr14	36400001	36450000	5.48E-09	1.95E-08	7.11E-09
chr14	36450001	36500000	5.52E-09	1.95E-08	7.27E-09
chr14	36500001	36550000	5.34E-09	1.95E-08	1.09E-08
chr14	36550001	36600000	2.38E-09	1.95E-08	4.06E-09
chr14	36600001	36650000	3.57E-09	1.18E-08	3.13E-09
chr14	36650001	36700000	4.07E-09	2.39E-08	2.30E-09
chr14	36700001	36750000	2.82E-09	2.27E-08	2.05E-09
chr14	36750001	36800000	3.84E-09	1.78E-08	8.00E-09
chr14	36800001	36850000	2.10E-09	1.93E-08	4.94E-09
chr14	36850001	36900000	2.01E-09	9.34E-09	7.90E-09
chr14	36900001	36950000	2.47E-09	7.26E-09	1.21E-09
chr14	36950001	37000000	4.49E-09	8.65E-11	3.19E-09
chr14	37000001	37050000	3.36E-09	9.49E-10	2.13E-09
chr14	37050001	37100000	2.59E-09	7.09E-10	1.53E-09
chr14	37100001	37150000	2.73E-09	4.57E-09	3.18E-09
chr14	37150001	37200000	2.59E-09	6.03E-09	3.65E-09
chr14	37200001	37250000	4.01E-09	4.87E-09	3.92E-09
chr14	37250001	37300000	2.57E-09	1.53E-11	1.25E-09
chr14	37300001	37350000	4.37E-09	9.62E-10	9.42E-09
chr14	37350001	37400000	5.08E-09	6.64E-09	9.74E-09
